Timestamp,Price
08.03.2017 23:15 - 08.03.2017 23:30,30.32
08.03.2017 23:30 - 08.03.2017 23:45,22.4
08.03.2017 23:45 - 09.03.2017 00:00,16.06
09.03.2017 00:00 - 09.03.2017 00:15,37.04
09.03.2017 00:15 - 09.03.2017 00:30,32.94
09.03.2017 00:30 - 09.03.2017 00:45,28
09.03.2017 00:45 - 09.03.2017 01:00,20
09.03.2017 01:00 - 09.03.2017 01:15,32.62
09.03.2017 01:15 - 09.03.2017 01:30,30.73
09.03.2017 01:30 - 09.03.2017 01:45,26.29
09.03.2017 01:45 - 09.03.2017 02:00,23.57
09.03.2017 02:00 - 09.03.2017 02:15,26
09.03.2017 02:15 - 09.03.2017 02:30,27.53
09.03.2017 02:30 - 09.03.2017 02:45,29.41
09.03.2017 02:45 - 09.03.2017 03:00,29.46
09.03.2017 03:00 - 09.03.2017 03:15,26
09.03.2017 03:15 - 09.03.2017 03:30,28.17
09.03.2017 03:30 - 09.03.2017 03:45,28.07
09.03.2017 03:45 - 09.03.2017 04:00,30.96
09.03.2017 04:00 - 09.03.2017 04:15,22.3
09.03.2017 04:15 - 09.03.2017 04:30,28.22
09.03.2017 04:30 - 09.03.2017 04:45,31.87
09.03.2017 04:45 - 09.03.2017 05:00,36.9
09.03.2017 05:00 - 09.03.2017 05:15,20.22
09.03.2017 05:15 - 09.03.2017 05:30,26.71
09.03.2017 05:30 - 09.03.2017 05:45,33.75
09.03.2017 05:45 - 09.03.2017 06:00,46.34
09.03.2017 06:00 - 09.03.2017 06:15,13.82
09.03.2017 06:15 - 09.03.2017 06:30,34
09.03.2017 06:30 - 09.03.2017 06:45,48.3
09.03.2017 06:45 - 09.03.2017 07:00,59.3
09.03.2017 07:00 - 09.03.2017 07:15,40
09.03.2017 07:15 - 09.03.2017 07:30,50
09.03.2017 07:30 - 09.03.2017 07:45,50.9
09.03.2017 07:45 - 09.03.2017 08:00,53
09.03.2017 08:00 - 09.03.2017 08:15,53.7
09.03.2017 08:15 - 09.03.2017 08:30,52.12
09.03.2017 08:30 - 09.03.2017 08:45,48.8
09.03.2017 08:45 - 09.03.2017 09:00,45.49
09.03.2017 09:00 - 09.03.2017 09:15,54.03
09.03.2017 09:15 - 09.03.2017 09:30,49.69
09.03.2017 09:30 - 09.03.2017 09:45,46.71
09.03.2017 09:45 - 09.03.2017 10:00,42.3
09.03.2017 10:00 - 09.03.2017 10:15,53
09.03.2017 10:15 - 09.03.2017 10:30,48.4
09.03.2017 10:30 - 09.03.2017 10:45,43.1
09.03.2017 10:45 - 09.03.2017 11:00,37.46
09.03.2017 11:00 - 09.03.2017 11:15,51.12
09.03.2017 11:15 - 09.03.2017 11:30,46.79
09.03.2017 11:30 - 09.03.2017 11:45,44.28
09.03.2017 11:45 - 09.03.2017 12:00,35.45
09.03.2017 12:00 - 09.03.2017 12:15,48
09.03.2017 12:15 - 09.03.2017 12:30,41.6
09.03.2017 12:30 - 09.03.2017 12:45,37.96
09.03.2017 12:45 - 09.03.2017 13:00,32.64
09.03.2017 13:00 - 09.03.2017 13:15,43.95
09.03.2017 13:15 - 09.03.2017 13:30,40.29
09.03.2017 13:30 - 09.03.2017 13:45,35.96
09.03.2017 13:45 - 09.03.2017 14:00,33.8
09.03.2017 14:00 - 09.03.2017 14:15,37.2
09.03.2017 14:15 - 09.03.2017 14:30,34.74
09.03.2017 14:30 - 09.03.2017 14:45,38.6
09.03.2017 14:45 - 09.03.2017 15:00,39.45
09.03.2017 15:00 - 09.03.2017 15:15,32.07
09.03.2017 15:15 - 09.03.2017 15:30,36.72
09.03.2017 15:30 - 09.03.2017 15:45,40.8
09.03.2017 15:45 - 09.03.2017 16:00,42.11
09.03.2017 16:00 - 09.03.2017 16:15,31.24
09.03.2017 16:15 - 09.03.2017 16:30,34.26
09.03.2017 16:30 - 09.03.2017 16:45,38.6
09.03.2017 16:45 - 09.03.2017 17:00,43.94
09.03.2017 17:00 - 09.03.2017 17:15,31.54
09.03.2017 17:15 - 09.03.2017 17:30,36.61
09.03.2017 17:30 - 09.03.2017 17:45,43.59
09.03.2017 17:45 - 09.03.2017 18:00,50.26
09.03.2017 18:00 - 09.03.2017 18:15,40.02
09.03.2017 18:15 - 09.03.2017 18:30,42.69
09.03.2017 18:30 - 09.03.2017 18:45,47.58
09.03.2017 18:45 - 09.03.2017 19:00,46.93
09.03.2017 19:00 - 09.03.2017 19:15,56.06
09.03.2017 19:15 - 09.03.2017 19:30,50.98
09.03.2017 19:30 - 09.03.2017 19:45,40.15
09.03.2017 19:45 - 09.03.2017 20:00,30
09.03.2017 20:00 - 09.03.2017 20:15,54.92
09.03.2017 20:15 - 09.03.2017 20:30,40.52
09.03.2017 20:30 - 09.03.2017 20:45,30
09.03.2017 20:45 - 09.03.2017 21:00,18.58
09.03.2017 21:00 - 09.03.2017 21:15,44.11
09.03.2017 21:15 - 09.03.2017 21:30,35.76
09.03.2017 21:30 - 09.03.2017 21:45,24.36
09.03.2017 21:45 - 09.03.2017 22:00,19.11
09.03.2017 22:00 - 09.03.2017 22:15,38.19
09.03.2017 22:15 - 09.03.2017 22:30,35.88
09.03.2017 22:30 - 09.03.2017 22:45,23.72
09.03.2017 22:45 - 09.03.2017 23:00,16.61
09.03.2017 23:00 - 09.03.2017 23:15,34.05
09.03.2017 23:15 - 09.03.2017 23:30,29.22
09.03.2017 23:30 - 09.03.2017 23:45,18.07
09.03.2017 23:45 - 10.03.2017 00:00,9.69
10.03.2017 00:00 - 10.03.2017 00:15,30
10.03.2017 00:15 - 10.03.2017 00:30,25.36
10.03.2017 00:30 - 10.03.2017 00:45,24
10.03.2017 00:45 - 10.03.2017 01:00,16
10.03.2017 01:00 - 10.03.2017 01:15,28.73
10.03.2017 01:15 - 10.03.2017 01:30,22.63
10.03.2017 01:30 - 10.03.2017 01:45,20
10.03.2017 01:45 - 10.03.2017 02:00,17.28
10.03.2017 02:00 - 10.03.2017 02:15,20.64
10.03.2017 02:15 - 10.03.2017 02:30,19.19
10.03.2017 02:30 - 10.03.2017 02:45,18.94
10.03.2017 02:45 - 10.03.2017 03:00,19.19
10.03.2017 03:00 - 10.03.2017 03:15,18
10.03.2017 03:15 - 10.03.2017 03:30,18
10.03.2017 03:30 - 10.03.2017 03:45,20.59
10.03.2017 03:45 - 10.03.2017 04:00,22
10.03.2017 04:00 - 10.03.2017 04:15,16.33
10.03.2017 04:15 - 10.03.2017 04:30,18.56
10.03.2017 04:30 - 10.03.2017 04:45,22.57
10.03.2017 04:45 - 10.03.2017 05:00,28
10.03.2017 05:00 - 10.03.2017 05:15,10.02
10.03.2017 05:15 - 10.03.2017 05:30,21.7
10.03.2017 05:30 - 10.03.2017 05:45,29.53
10.03.2017 05:45 - 10.03.2017 06:00,41.97
10.03.2017 06:00 - 10.03.2017 06:15,8
10.03.2017 06:15 - 10.03.2017 06:30,28.5
10.03.2017 06:30 - 10.03.2017 06:45,41.49
10.03.2017 06:45 - 10.03.2017 07:00,50
10.03.2017 07:00 - 10.03.2017 07:15,33.98
10.03.2017 07:15 - 10.03.2017 07:30,40.12
10.03.2017 07:30 - 10.03.2017 07:45,42
10.03.2017 07:45 - 10.03.2017 08:00,40.32
10.03.2017 08:00 - 10.03.2017 08:15,45.46
10.03.2017 08:15 - 10.03.2017 08:30,44.92
10.03.2017 08:30 - 10.03.2017 08:45,40.46
10.03.2017 08:45 - 10.03.2017 09:00,34.38
10.03.2017 09:00 - 10.03.2017 09:15,45.27
10.03.2017 09:15 - 10.03.2017 09:30,40.06
10.03.2017 09:30 - 10.03.2017 09:45,34.71
10.03.2017 09:45 - 10.03.2017 10:00,28.6
10.03.2017 10:00 - 10.03.2017 10:15,47.36
10.03.2017 10:15 - 10.03.2017 10:30,39.99
10.03.2017 10:30 - 10.03.2017 10:45,32.45
10.03.2017 10:45 - 10.03.2017 11:00,27.81
10.03.2017 11:00 - 10.03.2017 11:15,41.41
10.03.2017 11:15 - 10.03.2017 11:30,37.14
10.03.2017 11:30 - 10.03.2017 11:45,32.6
10.03.2017 11:45 - 10.03.2017 12:00,29.27
10.03.2017 12:00 - 10.03.2017 12:15,40.22
10.03.2017 12:15 - 10.03.2017 12:30,31.8
10.03.2017 12:30 - 10.03.2017 12:45,32.3
10.03.2017 12:45 - 10.03.2017 13:00,27.5
10.03.2017 13:00 - 10.03.2017 13:15,31.66
10.03.2017 13:15 - 10.03.2017 13:30,30.06
10.03.2017 13:30 - 10.03.2017 13:45,31.21
10.03.2017 13:45 - 10.03.2017 14:00,28.99
10.03.2017 14:00 - 10.03.2017 14:15,25.26
10.03.2017 14:15 - 10.03.2017 14:30,26
10.03.2017 14:30 - 10.03.2017 14:45,31.79
10.03.2017 14:45 - 10.03.2017 15:00,37.72
10.03.2017 15:00 - 10.03.2017 15:15,20.6
10.03.2017 15:15 - 10.03.2017 15:30,28
10.03.2017 15:30 - 10.03.2017 15:45,34.71
10.03.2017 15:45 - 10.03.2017 16:00,45.22
10.03.2017 16:00 - 10.03.2017 16:15,18.17
10.03.2017 16:15 - 10.03.2017 16:30,27.52
10.03.2017 16:30 - 10.03.2017 16:45,41.29
10.03.2017 16:45 - 10.03.2017 17:00,55.5
10.03.2017 17:00 - 10.03.2017 17:15,20.92
10.03.2017 17:15 - 10.03.2017 17:30,37
10.03.2017 17:30 - 10.03.2017 17:45,51
10.03.2017 17:45 - 10.03.2017 18:00,61.27
10.03.2017 18:00 - 10.03.2017 18:15,40.31
10.03.2017 18:15 - 10.03.2017 18:30,49.96
10.03.2017 18:30 - 10.03.2017 18:45,54.84
10.03.2017 18:45 - 10.03.2017 19:00,54.9
10.03.2017 19:00 - 10.03.2017 19:15,60.99
10.03.2017 19:15 - 10.03.2017 19:30,54.89
10.03.2017 19:30 - 10.03.2017 19:45,48.6
10.03.2017 19:45 - 10.03.2017 20:00,44.57
10.03.2017 20:00 - 10.03.2017 20:15,59.89
10.03.2017 20:15 - 10.03.2017 20:30,50
10.03.2017 20:30 - 10.03.2017 20:45,41
10.03.2017 20:45 - 10.03.2017 21:00,33.46
10.03.2017 21:00 - 10.03.2017 21:15,51.27
10.03.2017 21:15 - 10.03.2017 21:30,46
10.03.2017 21:30 - 10.03.2017 21:45,38.37
10.03.2017 21:45 - 10.03.2017 22:00,32.35
10.03.2017 22:00 - 10.03.2017 22:15,50
10.03.2017 22:15 - 10.03.2017 22:30,44.42
10.03.2017 22:30 - 10.03.2017 22:45,35.57
10.03.2017 22:45 - 10.03.2017 23:00,32
10.03.2017 23:00 - 10.03.2017 23:15,46.31
10.03.2017 23:15 - 10.03.2017 23:30,39.23
10.03.2017 23:30 - 10.03.2017 23:45,32.58
10.03.2017 23:45 - 11.03.2017 00:00,27.87
11.03.2017 00:00 - 11.03.2017 00:15,42.7
11.03.2017 00:15 - 11.03.2017 00:30,36.23
11.03.2017 00:30 - 11.03.2017 00:45,32.53
11.03.2017 00:45 - 11.03.2017 01:00,26.53
11.03.2017 01:00 - 11.03.2017 01:15,40.71
11.03.2017 01:15 - 11.03.2017 01:30,32.64
11.03.2017 01:30 - 11.03.2017 01:45,31.31
11.03.2017 01:45 - 11.03.2017 02:00,27.32
11.03.2017 02:00 - 11.03.2017 02:15,34.39
11.03.2017 02:15 - 11.03.2017 02:30,29.88
11.03.2017 02:30 - 11.03.2017 02:45,30.3
11.03.2017 02:45 - 11.03.2017 03:00,31.39
11.03.2017 03:00 - 11.03.2017 03:15,32.54
11.03.2017 03:15 - 11.03.2017 03:30,30.9
11.03.2017 03:30 - 11.03.2017 03:45,29.43
11.03.2017 03:45 - 11.03.2017 04:00,31.13
11.03.2017 04:00 - 11.03.2017 04:15,30.99
11.03.2017 04:15 - 11.03.2017 04:30,31.3
11.03.2017 04:30 - 11.03.2017 04:45,32.52
11.03.2017 04:45 - 11.03.2017 05:00,36
11.03.2017 05:00 - 11.03.2017 05:15,31.03
11.03.2017 05:15 - 11.03.2017 05:30,33.38
11.03.2017 05:30 - 11.03.2017 05:45,31.54
11.03.2017 05:45 - 11.03.2017 06:00,34.53
11.03.2017 06:00 - 11.03.2017 06:15,25.31
11.03.2017 06:15 - 11.03.2017 06:30,31.2
11.03.2017 06:30 - 11.03.2017 06:45,31.88
11.03.2017 06:45 - 11.03.2017 07:00,41.04
11.03.2017 07:00 - 11.03.2017 07:15,34.74
11.03.2017 07:15 - 11.03.2017 07:30,35.7
11.03.2017 07:30 - 11.03.2017 07:45,34.98
11.03.2017 07:45 - 11.03.2017 08:00,31.38
11.03.2017 08:00 - 11.03.2017 08:15,39.13
11.03.2017 08:15 - 11.03.2017 08:30,38.04
11.03.2017 08:30 - 11.03.2017 08:45,36.63
11.03.2017 08:45 - 11.03.2017 09:00,31.7
11.03.2017 09:00 - 11.03.2017 09:15,42.22
11.03.2017 09:15 - 11.03.2017 09:30,38.28
11.03.2017 09:30 - 11.03.2017 09:45,36.77
11.03.2017 09:45 - 11.03.2017 10:00,30.72
11.03.2017 10:00 - 11.03.2017 10:15,40
11.03.2017 10:15 - 11.03.2017 10:30,36.6
11.03.2017 10:30 - 11.03.2017 10:45,32.85
11.03.2017 10:45 - 11.03.2017 11:00,28.55
11.03.2017 11:00 - 11.03.2017 11:15,34.71
11.03.2017 11:15 - 11.03.2017 11:30,34.14
11.03.2017 11:30 - 11.03.2017 11:45,32.42
11.03.2017 11:45 - 11.03.2017 12:00,28.14
11.03.2017 12:00 - 11.03.2017 12:15,36.27
11.03.2017 12:15 - 11.03.2017 12:30,28.29
11.03.2017 12:30 - 11.03.2017 12:45,29.08
11.03.2017 12:45 - 11.03.2017 13:00,26.8
11.03.2017 13:00 - 11.03.2017 13:15,28.83
11.03.2017 13:15 - 11.03.2017 13:30,26.97
11.03.2017 13:30 - 11.03.2017 13:45,28.5
11.03.2017 13:45 - 11.03.2017 14:00,27.69
11.03.2017 14:00 - 11.03.2017 14:15,25.38
11.03.2017 14:15 - 11.03.2017 14:30,26.8
11.03.2017 14:30 - 11.03.2017 14:45,29.08
11.03.2017 14:45 - 11.03.2017 15:00,34.59
11.03.2017 15:00 - 11.03.2017 15:15,20
11.03.2017 15:15 - 11.03.2017 15:30,27.31
11.03.2017 15:30 - 11.03.2017 15:45,31.9
11.03.2017 15:45 - 11.03.2017 16:00,38.78
11.03.2017 16:00 - 11.03.2017 16:15,19.93
11.03.2017 16:15 - 11.03.2017 16:30,28.08
11.03.2017 16:30 - 11.03.2017 16:45,36.5
11.03.2017 16:45 - 11.03.2017 17:00,44.51
11.03.2017 17:00 - 11.03.2017 17:15,25.06
11.03.2017 17:15 - 11.03.2017 17:30,32.14
11.03.2017 17:30 - 11.03.2017 17:45,44.81
11.03.2017 17:45 - 11.03.2017 18:00,53
11.03.2017 18:00 - 11.03.2017 18:15,43.05
11.03.2017 18:15 - 11.03.2017 18:30,47.33
11.03.2017 18:30 - 11.03.2017 18:45,47.41
11.03.2017 18:45 - 11.03.2017 19:00,42.12
11.03.2017 19:00 - 11.03.2017 19:15,53.73
11.03.2017 19:15 - 11.03.2017 19:30,50.61
11.03.2017 19:30 - 11.03.2017 19:45,44.65
11.03.2017 19:45 - 11.03.2017 20:00,34.99
11.03.2017 20:00 - 11.03.2017 20:15,54.8
11.03.2017 20:15 - 11.03.2017 20:30,44.78
11.03.2017 20:30 - 11.03.2017 20:45,36.2
11.03.2017 20:45 - 11.03.2017 21:00,26.7
11.03.2017 21:00 - 11.03.2017 21:15,42.2
11.03.2017 21:15 - 11.03.2017 21:30,36.99
11.03.2017 21:30 - 11.03.2017 21:45,30.81
11.03.2017 21:45 - 11.03.2017 22:00,29.63
11.03.2017 22:00 - 11.03.2017 22:15,42.11
11.03.2017 22:15 - 11.03.2017 22:30,36.01
11.03.2017 22:30 - 11.03.2017 22:45,32
11.03.2017 22:45 - 11.03.2017 23:00,25.94
11.03.2017 23:00 - 11.03.2017 23:15,41.27
11.03.2017 23:15 - 11.03.2017 23:30,34.17
11.03.2017 23:30 - 11.03.2017 23:45,26.43
11.03.2017 23:45 - 12.03.2017 00:00,17.65
12.03.2017 00:00 - 12.03.2017 00:15,39.53
12.03.2017 00:15 - 12.03.2017 00:30,33.04
12.03.2017 00:30 - 12.03.2017 00:45,28
12.03.2017 00:45 - 12.03.2017 01:00,20.75
12.03.2017 01:00 - 12.03.2017 01:15,33.98
12.03.2017 01:15 - 12.03.2017 01:30,25.09
12.03.2017 01:30 - 12.03.2017 01:45,26.94
12.03.2017 01:45 - 12.03.2017 02:00,24
12.03.2017 02:00 - 12.03.2017 02:15,28.33
12.03.2017 02:15 - 12.03.2017 02:30,22.78
12.03.2017 02:30 - 12.03.2017 02:45,25.87
12.03.2017 02:45 - 12.03.2017 03:00,22.88
12.03.2017 03:00 - 12.03.2017 03:15,26.61
12.03.2017 03:15 - 12.03.2017 03:30,26.34
12.03.2017 03:30 - 12.03.2017 03:45,24
12.03.2017 03:45 - 12.03.2017 04:00,20.1
12.03.2017 04:00 - 12.03.2017 04:15,24
12.03.2017 04:15 - 12.03.2017 04:30,26
12.03.2017 04:30 - 12.03.2017 04:45,24
12.03.2017 04:45 - 12.03.2017 05:00,26.6
12.03.2017 05:00 - 12.03.2017 05:15,27.45
12.03.2017 05:15 - 12.03.2017 05:30,24.65
12.03.2017 05:30 - 12.03.2017 05:45,22.33
12.03.2017 05:45 - 12.03.2017 06:00,20.78
12.03.2017 06:00 - 12.03.2017 06:15,24.2
12.03.2017 06:15 - 12.03.2017 06:30,25.28
12.03.2017 06:30 - 12.03.2017 06:45,21.6
12.03.2017 06:45 - 12.03.2017 07:00,25.63
12.03.2017 07:00 - 12.03.2017 07:15,24
12.03.2017 07:15 - 12.03.2017 07:30,26.2
12.03.2017 07:30 - 12.03.2017 07:45,20.9
12.03.2017 07:45 - 12.03.2017 08:00,20.5
12.03.2017 08:00 - 12.03.2017 08:15,24
12.03.2017 08:15 - 12.03.2017 08:30,25.88
12.03.2017 08:30 - 12.03.2017 08:45,30.26
12.03.2017 08:45 - 12.03.2017 09:00,29.8
12.03.2017 09:00 - 12.03.2017 09:15,20.68
12.03.2017 09:15 - 12.03.2017 09:30,23.9
12.03.2017 09:30 - 12.03.2017 09:45,26.4
12.03.2017 09:45 - 12.03.2017 10:00,26.35
12.03.2017 10:00 - 12.03.2017 10:15,25.96
12.03.2017 10:15 - 12.03.2017 10:30,23.7
12.03.2017 10:30 - 12.03.2017 10:45,21.93
12.03.2017 10:45 - 12.03.2017 11:00,23.29
12.03.2017 11:00 - 12.03.2017 11:15,18.28
12.03.2017 11:15 - 12.03.2017 11:30,22.75
12.03.2017 11:30 - 12.03.2017 11:45,22.4
12.03.2017 11:45 - 12.03.2017 12:00,20
12.03.2017 12:00 - 12.03.2017 12:15,25.2
12.03.2017 12:15 - 12.03.2017 12:30,19.9
12.03.2017 12:30 - 12.03.2017 12:45,18.3
12.03.2017 12:45 - 12.03.2017 13:00,14.7
12.03.2017 13:00 - 12.03.2017 13:15,17.43
12.03.2017 13:15 - 12.03.2017 13:30,16
12.03.2017 13:30 - 12.03.2017 13:45,13.82
12.03.2017 13:45 - 12.03.2017 14:00,8.65
12.03.2017 14:00 - 12.03.2017 14:15,13.53
12.03.2017 14:15 - 12.03.2017 14:30,12.93
12.03.2017 14:30 - 12.03.2017 14:45,10.28
12.03.2017 14:45 - 12.03.2017 15:00,12
12.03.2017 15:00 - 12.03.2017 15:15,9.68
12.03.2017 15:15 - 12.03.2017 15:30,14
12.03.2017 15:30 - 12.03.2017 15:45,23.36
12.03.2017 15:45 - 12.03.2017 16:00,26.58
12.03.2017 16:00 - 12.03.2017 16:15,15.53
12.03.2017 16:15 - 12.03.2017 16:30,21.46
12.03.2017 16:30 - 12.03.2017 16:45,27.92
12.03.2017 16:45 - 12.03.2017 17:00,31.48
12.03.2017 17:00 - 12.03.2017 17:15,18.63
12.03.2017 17:15 - 12.03.2017 17:30,30.5
12.03.2017 17:30 - 12.03.2017 17:45,38.93
12.03.2017 17:45 - 12.03.2017 18:00,45.2
12.03.2017 18:00 - 12.03.2017 18:15,30.15
12.03.2017 18:15 - 12.03.2017 18:30,36.17
12.03.2017 18:30 - 12.03.2017 18:45,42.3
12.03.2017 18:45 - 12.03.2017 19:00,42.11
12.03.2017 19:00 - 12.03.2017 19:15,42.5
12.03.2017 19:15 - 12.03.2017 19:30,40
12.03.2017 19:30 - 12.03.2017 19:45,40.85
12.03.2017 19:45 - 12.03.2017 20:00,38.59
12.03.2017 20:00 - 12.03.2017 20:15,45.15
12.03.2017 20:15 - 12.03.2017 20:30,38.76
12.03.2017 20:30 - 12.03.2017 20:45,34.91
12.03.2017 20:45 - 12.03.2017 21:00,28.6
12.03.2017 21:00 - 12.03.2017 21:15,37.89
12.03.2017 21:15 - 12.03.2017 21:30,35.52
12.03.2017 21:30 - 12.03.2017 21:45,31.5
12.03.2017 21:45 - 12.03.2017 22:00,30.65
12.03.2017 22:00 - 12.03.2017 22:15,38
12.03.2017 22:15 - 12.03.2017 22:30,39.4
12.03.2017 22:30 - 12.03.2017 22:45,34.04
12.03.2017 22:45 - 12.03.2017 23:00,28
12.03.2017 23:00 - 12.03.2017 23:15,39.09
12.03.2017 23:15 - 12.03.2017 23:30,34.67
12.03.2017 23:30 - 12.03.2017 23:45,28.85
12.03.2017 23:45 - 13.03.2017 00:00,22.46
13.03.2017 00:00 - 13.03.2017 00:15,33.97
13.03.2017 00:15 - 13.03.2017 00:30,27
13.03.2017 00:30 - 13.03.2017 00:45,29.97
13.03.2017 00:45 - 13.03.2017 01:00,22.5
13.03.2017 01:00 - 13.03.2017 01:15,28.73
13.03.2017 01:15 - 13.03.2017 01:30,24.2
13.03.2017 01:30 - 13.03.2017 01:45,31.41
13.03.2017 01:45 - 13.03.2017 02:00,25.7
13.03.2017 02:00 - 13.03.2017 02:15,22.6
13.03.2017 02:15 - 13.03.2017 02:30,27.19
13.03.2017 02:30 - 13.03.2017 02:45,25.07
13.03.2017 02:45 - 13.03.2017 03:00,29.4
13.03.2017 03:00 - 13.03.2017 03:15,23.62
13.03.2017 03:15 - 13.03.2017 03:30,22
13.03.2017 03:30 - 13.03.2017 03:45,24.5
13.03.2017 03:45 - 13.03.2017 04:00,33.88
13.03.2017 04:00 - 13.03.2017 04:15,18
13.03.2017 04:15 - 13.03.2017 04:30,21.7
13.03.2017 04:30 - 13.03.2017 04:45,29.14
13.03.2017 04:45 - 13.03.2017 05:00,37.94
13.03.2017 05:00 - 13.03.2017 05:15,10.92
13.03.2017 05:15 - 13.03.2017 05:30,19.2
13.03.2017 05:30 - 13.03.2017 05:45,35.16
13.03.2017 05:45 - 13.03.2017 06:00,49
13.03.2017 06:00 - 13.03.2017 06:15,14.6
13.03.2017 06:15 - 13.03.2017 06:30,38
13.03.2017 06:30 - 13.03.2017 06:45,50.6
13.03.2017 06:45 - 13.03.2017 07:00,60
13.03.2017 07:00 - 13.03.2017 07:15,40.51
13.03.2017 07:15 - 13.03.2017 07:30,51.5
13.03.2017 07:30 - 13.03.2017 07:45,52.2
13.03.2017 07:45 - 13.03.2017 08:00,51.73
13.03.2017 08:00 - 13.03.2017 08:15,51.12
13.03.2017 08:15 - 13.03.2017 08:30,48.81
13.03.2017 08:30 - 13.03.2017 08:45,48.22
13.03.2017 08:45 - 13.03.2017 09:00,41.7
13.03.2017 09:00 - 13.03.2017 09:15,47.57
13.03.2017 09:15 - 13.03.2017 09:30,44.33
13.03.2017 09:30 - 13.03.2017 09:45,41.2
13.03.2017 09:45 - 13.03.2017 10:00,36.87
13.03.2017 10:00 - 13.03.2017 10:15,43.9
13.03.2017 10:15 - 13.03.2017 10:30,38.24
13.03.2017 10:30 - 13.03.2017 10:45,35.89
13.03.2017 10:45 - 13.03.2017 11:00,36
13.03.2017 11:00 - 13.03.2017 11:15,39.2
13.03.2017 11:15 - 13.03.2017 11:30,38.9
13.03.2017 11:30 - 13.03.2017 11:45,38
13.03.2017 11:45 - 13.03.2017 12:00,34.2
13.03.2017 12:00 - 13.03.2017 12:15,35.4
13.03.2017 12:15 - 13.03.2017 12:30,30
13.03.2017 12:30 - 13.03.2017 12:45,34.33
13.03.2017 12:45 - 13.03.2017 13:00,34.53
13.03.2017 13:00 - 13.03.2017 13:15,35.08
13.03.2017 13:15 - 13.03.2017 13:30,32.75
13.03.2017 13:30 - 13.03.2017 13:45,33.4
13.03.2017 13:45 - 13.03.2017 14:00,32.1
13.03.2017 14:00 - 13.03.2017 14:15,28.61
13.03.2017 14:15 - 13.03.2017 14:30,33.71
13.03.2017 14:30 - 13.03.2017 14:45,33.8
13.03.2017 14:45 - 13.03.2017 15:00,38.5
13.03.2017 15:00 - 13.03.2017 15:15,29.89
13.03.2017 15:15 - 13.03.2017 15:30,33.6
13.03.2017 15:30 - 13.03.2017 15:45,38.11
13.03.2017 15:45 - 13.03.2017 16:00,41.9
13.03.2017 16:00 - 13.03.2017 16:15,30
13.03.2017 16:15 - 13.03.2017 16:30,37
13.03.2017 16:30 - 13.03.2017 16:45,42.97
13.03.2017 16:45 - 13.03.2017 17:00,49
13.03.2017 17:00 - 13.03.2017 17:15,32.36
13.03.2017 17:15 - 13.03.2017 17:30,43.77
13.03.2017 17:30 - 13.03.2017 17:45,51.05
13.03.2017 17:45 - 13.03.2017 18:00,59.2
13.03.2017 18:00 - 13.03.2017 18:15,44
13.03.2017 18:15 - 13.03.2017 18:30,50.03
13.03.2017 18:30 - 13.03.2017 18:45,57.25
13.03.2017 18:45 - 13.03.2017 19:00,57.4
13.03.2017 19:00 - 13.03.2017 19:15,60.56
13.03.2017 19:15 - 13.03.2017 19:30,60.88
13.03.2017 19:30 - 13.03.2017 19:45,53.9
13.03.2017 19:45 - 13.03.2017 20:00,43
13.03.2017 20:00 - 13.03.2017 20:15,64.9
13.03.2017 20:15 - 13.03.2017 20:30,52.68
13.03.2017 20:30 - 13.03.2017 20:45,43.1
13.03.2017 20:45 - 13.03.2017 21:00,32
13.03.2017 21:00 - 13.03.2017 21:15,52.89
13.03.2017 21:15 - 13.03.2017 21:30,46.62
13.03.2017 21:30 - 13.03.2017 21:45,35.11
13.03.2017 21:45 - 13.03.2017 22:00,30
13.03.2017 22:00 - 13.03.2017 22:15,50.96
13.03.2017 22:15 - 13.03.2017 22:30,45.98
13.03.2017 22:30 - 13.03.2017 22:45,32.73
13.03.2017 22:45 - 13.03.2017 23:00,25.6
13.03.2017 23:00 - 13.03.2017 23:15,47.06
13.03.2017 23:15 - 13.03.2017 23:30,36
13.03.2017 23:30 - 13.03.2017 23:45,31.93
13.03.2017 23:45 - 14.03.2017 00:00,25.8
14.03.2017 00:00 - 14.03.2017 00:15,38.23
14.03.2017 00:15 - 14.03.2017 00:30,35.28
14.03.2017 00:30 - 14.03.2017 00:45,30.99
14.03.2017 00:45 - 14.03.2017 01:00,24.76
14.03.2017 01:00 - 14.03.2017 01:15,34.32
14.03.2017 01:15 - 14.03.2017 01:30,32.01
14.03.2017 01:30 - 14.03.2017 01:45,30.02
14.03.2017 01:45 - 14.03.2017 02:00,26.51
14.03.2017 02:00 - 14.03.2017 02:15,29.33
14.03.2017 02:15 - 14.03.2017 02:30,28.44
14.03.2017 02:30 - 14.03.2017 02:45,29.9
14.03.2017 02:45 - 14.03.2017 03:00,32
14.03.2017 03:00 - 14.03.2017 03:15,25.56
14.03.2017 03:15 - 14.03.2017 03:30,24.61
14.03.2017 03:30 - 14.03.2017 03:45,31.38
14.03.2017 03:45 - 14.03.2017 04:00,34
14.03.2017 04:00 - 14.03.2017 04:15,22.09
14.03.2017 04:15 - 14.03.2017 04:30,26.58
14.03.2017 04:30 - 14.03.2017 04:45,32.27
14.03.2017 04:45 - 14.03.2017 05:00,36.81
14.03.2017 05:00 - 14.03.2017 05:15,19.22
