,chartTitle,chartType,color,datasource,date,disabled,key,type,values,xAxisFormat,xAxisLabel,y1AxisDecimalPlaces,y1AxisLabel,y2AxisDecimalPlaces,y2AxisLabel,yAxis
0,"[{'en': 'Electricity production and spot prices in Germany in week 44 2017', 'de': 'Stromproduktion und Börsenstrompreise in Deutschland in Woche 44 2017', 'fr': ""Production d'électricité et spot price en Allemagne en semaine 44 2017"", 'it': 'La produzione di elettricità e spot price in Germania in settimana 44 2017'}]",multiChart,"rgb(125,25,125)","50 Hertz, Amprion, Tennet, TransnetBW, EEX, EPEX",2017-11-11 22:16:22,,"[{'en': 'Import Balance', 'de': 'Import Saldo', 'fr': 'Solde du Importation', 'it': 'Saldo del Importazione'}]",area,"[[1509318000000, -8.429], [1509321600000, -8.335], [1509325200000, -8.087], [1509328800000, -7.843], [1509332400000, -8.197], [1509336000000, -8.096], [1509339600000, -6.866], [1509343200000, -4.517], [1509346800000, -5.233], [1509350400000, -6.247], [1509354000000, -6.349], [1509357600000, -7.927], [1509361200000, -8.186], [1509364800000, -8.34], [1509368400000, -7.735], [1509372000000, -4.924], [1509375600000, -4.772], [1509379200000, -5.195], [1509382800000, -3.915], [1509386400000, -3.965], [1509390000000, -4.545], [1509393600000, -4.686], [1509397200000, -6.066], [1509400800000, -6.5280000000000005], [1509404400000, -6.06], [1509408000000, -6.108], [1509411600000, -5.852], [1509415200000, -5.591], [1509418800000, -7.122], [1509422400000, -9.125], [1509426000000, -9.499], [1509429600000, -10.446], [1509433200000, -10.171], [1509436800000, -10.528], [1509440400000, -11.25], [1509444000000, -11.047], [1509447600000, -11.135], [1509451200000, -10.592], [1509454800000, -9.909], [1509458400000, -8.868], [1509462000000, -7.813], [1509465600000, -7.299], [1509469200000, -6.316], [1509472800000, -5.764], [1509476400000, -7.855], [1509480000000, -9.323], [1509483600000, -9.847], [1509487200000, -9.013], [1509490800000, -11.052], [1509494400000, -11.02], [1509498000000, -11.383], [1509501600000, -11.725], [1509505200000, -11.574], [1509508800000, -10.86], [1509512400000, -9.036], [1509516000000, -9.535], [1509519600000, -9.572], [1509523200000, -9.138], [1509526800000, -8.861], [1509530400000, -9.021], [1509534000000, -8.677], [1509537600000, -8.841], [1509541200000, -8.878], [1509544800000, -8.228], [1509548400000, -6.546], [1509552000000, -5.446], [1509555600000, -6.434], [1509559200000, -6.377], [1509562800000, -7.179], [1509566400000, -7.869], [1509570000000, -8.425], [1509573600000, -9.265], [1509577200000, -9.569], [1509580800000, -9.889], [1509584400000, -9.866], [1509588000000, -9.804], [1509591600000, -10.453], [1509595200000, -8.969], [1509598800000, -7.241], [1509602400000, -5.812], [1509606000000, -5.723], [1509609600000, -7.517], [1509613200000, -7.426], [1509616800000, -8.031], [1509620400000, -7.9350000000000005], [1509624000000, -7.327], [1509627600000, -6.694], [1509631200000, -6.508], [1509634800000, -5.291], [1509638400000, -4.541], [1509642000000, -4.05], [1509645600000, -4.171], [1509649200000, -6.235], [1509652800000, -5.997], [1509656400000, -7.002], [1509660000000, -7.875], [1509663600000, -7.615], [1509667200000, -7.38], [1509670800000, -7.784], [1509674400000, -7.214], [1509678000000, -6.525], [1509681600000, -4.617], [1509685200000, -3.555], [1509688800000, -3.7960000000000003], [1509692400000, -4.607], [1509696000000, -4.78], [1509699600000, -5.713], [1509703200000, -6.909], [1509706800000, -7.634], [1509710400000, -8.383], [1509714000000, -8.088], [1509717600000, -6.71], [1509721200000, -6.657], [1509724800000, -6.666], [1509728400000, -6.744], [1509732000000, -7.284], [1509735600000, -8.967], [1509739200000, -9.825], [1509742800000, -9.259], [1509746400000, -9.018], [1509750000000, -9.17], [1509753600000, -9.191], [1509757200000, -8.832], [1509760800000, -7.242], [1509764400000, -7.117], [1509768000000, -6.441], [1509771600000, -6.4], [1509775200000, -6.178], [1509778800000, -7.028], [1509782400000, -7.148], [1509786000000, -6.841], [1509789600000, -7.306], [1509793200000, -7.286], [1509796800000, -8.015], [1509800400000, -8.112], [1509804000000, -8.363], [1509807600000, -8.182], [1509811200000, -7.801], [1509814800000, -8.799], [1509818400000, -9.464], [1509822000000, -10.682], [1509825600000, -11.794], [1509829200000, -11.894], [1509832800000, -12.06], [1509836400000, -12.029], [1509840000000, -12.466], [1509843600000, -11.804], [1509847200000, -9.943], [1509850800000, -9.61], [1509854400000, -10.509], [1509858000000, -10.893], [1509861600000, -11.103], [1509865200000, -10.646], [1509868800000, -9.05], [1509872400000, -8.862], [1509876000000, -8.074], [1509879600000, -8.125], [1509883200000, -8.06], [1509886800000, -8.413], [1509890400000, -8.613], [1509894000000, -8.252], [1509897600000, -5.695], [1509901200000, -5.802], [1509904800000, -7.524], [1509908400000, -8.515], [1509912000000, -9.153], [1509915600000, -9.584], [1509919200000, -3.792]]",unixTime,"[{'en': 'Date', 'de': 'Datum', 'fr': 'Date', 'it': 'Data'}]",2.0,"[{'en': 'Power (GW)', 'de': 'Leistung (GW)', 'fr': 'Puissance (GW)', 'it': 'Prestazione (GW)'}]",2.0,"[{'en': 'Price (Euro/MWh)', 'de': 'Preis (Euro/MWh)', 'fr': 'Puissance (Euro/MWh)', 'it': 'Prestazione (Euro/MWh)'}]",1
1,,,"rgb(158,152,148)",,,,"[{'en': 'Conventional > 100 MW', 'de': 'Konventionell > 100 MW', 'fr': 'Conventionnel > 100 MW', 'it': 'Convenzionale > 100 MW'}]",area,"[[1509318000000, 22.049], [1509321600000, 21.841], [1509325200000, 21.894], [1509328800000, 22.492], [1509332400000, 24.852], [1509336000000, 27.516], [1509339600000, 29.634], [1509343200000, 31.023], [1509346800000, 32.29], [1509350400000, 32.93], [1509354000000, 32.084], [1509357600000, 32.099], [1509361200000, 31.796], [1509364800000, 32.685], [1509368400000, 33.423], [1509372000000, 35.138], [1509375600000, 38.117], [1509379200000, 42.696], [1509382800000, 42.627], [1509386400000, 40.702], [1509390000000, 38.38], [1509393600000, 36.527], [1509397200000, 35.531], [1509400800000, 34.434], [1509404400000, 32.891], [1509408000000, 32.89], [1509411600000, 32.56], [1509415200000, 32.535], [1509418800000, 33.457], [1509422400000, 34.126], [1509426000000, 35.707], [1509429600000, 35.784], [1509433200000, 36.524], [1509436800000, 36.336], [1509440400000, 35.119], [1509444000000, 35.086], [1509447600000, 35.28], [1509451200000, 34.712], [1509454800000, 34.933], [1509458400000, 36.757], [1509462000000, 38.942], [1509465600000, 41.623], [1509469200000, 41.113], [1509472800000, 38.386], [1509476400000, 36.692], [1509480000000, 35.521], [1509483600000, 34.691], [1509487200000, 32.13], [1509490800000, 32.048], [1509494400000, 31.452], [1509498000000, 31.214], [1509501600000, 31.207], [1509505200000, 31.497], [1509508800000, 31.746], [1509512400000, 33.036], [1509516000000, 34.312], [1509519600000, 36.502], [1509523200000, 36.739], [1509526800000, 36.31], [1509530400000, 36.927], [1509534000000, 35.725], [1509537600000, 34.514], [1509541200000, 34.775], [1509544800000, 35.551], [1509548400000, 36.768], [1509552000000, 38.828], [1509555600000, 40.076], [1509559200000, 37.966], [1509562800000, 35.491], [1509566400000, 33.992], [1509570000000, 33.344], [1509573600000, 32.068], [1509577200000, 31.871], [1509580800000, 30.714], [1509584400000, 29.928], [1509588000000, 29.462], [1509591600000, 31.795], [1509595200000, 34.383], [1509598800000, 38.577], [1509602400000, 40.719], [1509606000000, 41.861], [1509609600000, 42.554], [1509613200000, 42.403], [1509616800000, 42.007], [1509620400000, 42.476], [1509624000000, 44.276], [1509627600000, 46.784], [1509631200000, 49.045], [1509634800000, 49.608], [1509638400000, 52.14], [1509642000000, 51.963], [1509645600000, 50.718], [1509649200000, 48.937], [1509652800000, 47.846], [1509656400000, 46.016], [1509660000000, 44.122], [1509663600000, 44.102], [1509667200000, 43.457], [1509670800000, 43.909], [1509674400000, 44.191], [1509678000000, 45.402], [1509681600000, 47.38], [1509685200000, 51.666], [1509688800000, 55.714], [1509692400000, 57.349], [1509696000000, 55.647], [1509699600000, 54.692], [1509703200000, 54.587], [1509706800000, 53.685], [1509710400000, 53.558], [1509714000000, 53.952], [1509717600000, 54.291], [1509721200000, 56.036], [1509724800000, 58.689], [1509728400000, 58.073], [1509732000000, 55.204], [1509735600000, 51.819], [1509739200000, 49.089], [1509742800000, 45.199], [1509746400000, 42.009], [1509750000000, 40.038], [1509753600000, 38.178], [1509757200000, 37.515], [1509760800000, 36.941], [1509764400000, 36.44], [1509768000000, 36.621], [1509771600000, 37.471], [1509775200000, 38.198], [1509778800000, 39.696], [1509782400000, 40.523], [1509786000000, 39.7], [1509789600000, 38.807], [1509793200000, 38.371], [1509796800000, 37.602], [1509800400000, 37.335], [1509804000000, 38.059], [1509807600000, 38.522], [1509811200000, 40.207], [1509814800000, 38.302], [1509818400000, 35.873], [1509822000000, 34.723], [1509825600000, 34.892], [1509829200000, 34.638], [1509832800000, 34.192], [1509836400000, 32.408], [1509840000000, 31.564], [1509843600000, 32.863], [1509847200000, 33.153], [1509850800000, 33.765], [1509854400000, 34.035], [1509858000000, 20.005], [1509861600000, 34.736], [1509865200000, 35.804], [1509868800000, 36.978], [1509872400000, 38.907], [1509876000000, 40.315], [1509879600000, 39.835], [1509883200000, 39.303], [1509886800000, 39.172], [1509890400000, 39.302], [1509894000000, 40.417], [1509897600000, 42.229], [1509901200000, 41.261], [1509904800000, 40.655], [1509908400000, 39.904], [1509912000000, 39.165], [1509915600000, 39.42], [1509919200000, 37.72]]",,,,,,,1
2,,,"rgb(175,196,165)",,,,"[{'en': 'Wind', 'de': 'Wind', 'fr': 'Éolienne', 'it': 'Eolica'}]",area,"[[1509318000000, 24.349], [1509321600000, 24.108], [1509325200000, 23.458], [1509328800000, 22.769], [1509332400000, 22.03], [1509336000000, 22.011], [1509339600000, 21.637], [1509343200000, 20.076], [1509346800000, 18.216], [1509350400000, 16.264], [1509354000000, 15.587], [1509357600000, 16.314], [1509361200000, 18.131], [1509364800000, 18.98], [1509368400000, 18.415], [1509372000000, 17.225], [1509375600000, 15.656], [1509379200000, 13.949], [1509382800000, 13.516], [1509386400000, 13.303], [1509390000000, 13.044], [1509393600000, 12.594], [1509397200000, 12.024], [1509400800000, 12.107], [1509404400000, 11.111], [1509408000000, 10.748], [1509411600000, 10.049], [1509415200000, 9.706], [1509418800000, 9.576], [1509422400000, 9.193], [1509426000000, 9.074], [1509429600000, 8.664], [1509433200000, 8.615], [1509436800000, 8.344], [1509440400000, 8.628], [1509444000000, 9.491], [1509447600000, 10.214], [1509451200000, 10.567], [1509454800000, 10.315], [1509458400000, 10.394], [1509462000000, 10.451], [1509465600000, 10.764], [1509469200000, 11.505], [1509472800000, 12.287], [1509476400000, 12.733], [1509480000000, 13.626], [1509483600000, 14.615], [1509487200000, 15.226], [1509490800000, 15.631], [1509494400000, 15.815], [1509498000000, 16.437], [1509501600000, 16.8], [1509505200000, 17.143], [1509508800000, 17.111], [1509512400000, 17.175], [1509516000000, 17.307], [1509519600000, 17.329], [1509523200000, 17.482], [1509526800000, 17.083], [1509530400000, 16.939], [1509534000000, 17.2], [1509537600000, 16.976], [1509541200000, 16.531], [1509544800000, 16.637], [1509548400000, 17.482], [1509552000000, 18.077], [1509555600000, 18.693], [1509559200000, 19.229], [1509562800000, 19.553], [1509566400000, 20.007], [1509570000000, 19.84], [1509573600000, 19.574], [1509577200000, 19.683], [1509580800000, 19.873], [1509584400000, 20.192], [1509588000000, 20.701], [1509591600000, 20.572], [1509595200000, 19.613], [1509598800000, 19.403], [1509602400000, 18.04], [1509606000000, 17.053], [1509609600000, 15.504], [1509613200000, 14.71], [1509616800000, 15.074], [1509620400000, 15.167], [1509624000000, 15.21], [1509627600000, 14.536], [1509631200000, 13.259], [1509634800000, 12.133], [1509638400000, 11.482], [1509642000000, 11.028], [1509645600000, 10.261], [1509649200000, 9.359], [1509652800000, 8.466], [1509656400000, 7.535], [1509660000000, 6.559], [1509663600000, 5.541], [1509667200000, 4.686], [1509670800000, 3.918], [1509674400000, 3.207], [1509678000000, 2.729], [1509681600000, 2.443], [1509685200000, 2.383], [1509688800000, 2.194], [1509692400000, 1.9809999999999999], [1509696000000, 1.907], [1509699600000, 1.956], [1509703200000, 2.097], [1509706800000, 2.743], [1509710400000, 3.05], [1509714000000, 3.394], [1509717600000, 3.762], [1509721200000, 4.522], [1509724800000, 5.486], [1509728400000, 6.573], [1509732000000, 8.037], [1509735600000, 9.164], [1509739200000, 9.679], [1509742800000, 10.38], [1509746400000, 10.549], [1509750000000, 10.644], [1509753600000, 10.587], [1509757200000, 10.138], [1509760800000, 9.451], [1509764400000, 8.959], [1509768000000, 8.662], [1509771600000, 8.796], [1509775200000, 9.298], [1509778800000, 9.398], [1509782400000, 8.722], [1509786000000, 7.529], [1509789600000, 6.922], [1509793200000, 6.947], [1509796800000, 7.795], [1509800400000, 9.021], [1509804000000, 11.491], [1509807600000, 14.794], [1509811200000, 18.499], [1509814800000, 20.98], [1509818400000, 22.55], [1509822000000, 22.168], [1509825600000, 21.17], [1509829200000, 20.896], [1509832800000, 20.343], [1509836400000, 18.427], [1509840000000, 16.709], [1509843600000, 13.843], [1509847200000, 12.129], [1509850800000, 11.703], [1509854400000, 11.251], [1509858000000, 11.12], [1509861600000, 10.392], [1509865200000, 10.096], [1509868800000, 9.226], [1509872400000, 8.783], [1509876000000, 8.475], [1509879600000, 9.183], [1509883200000, 9.196], [1509886800000, 9.508], [1509890400000, 9.92], [1509894000000, 10.245], [1509897600000, 10.847], [1509901200000, 11.419], [1509904800000, 12.069], [1509908400000, 11.922], [1509912000000, 11.883], [1509915600000, 11.277], [1509919200000, 11.126]]",,,,,,,1
3,,,"rgb(255,205,100)",,,,"[{'en': 'Solar', 'de': 'Solar', 'fr': 'Solaire', 'it': 'Solare'}]",area,"[[1509318000000, 0], [1509321600000, 0], [1509325200000, 0], [1509328800000, 0], [1509332400000, 0], [1509336000000, 0], [1509339600000, 0], [1509343200000, 0.761], [1509346800000, 4.253], [1509350400000, 8.639], [1509354000000, 12.35], [1509357600000, 13.863], [1509361200000, 13.187], [1509364800000, 10.793], [1509368400000, 7.659], [1509372000000, 3.83], [1509375600000, 0.63], [1509379200000, 0.001], [1509382800000, 0], [1509386400000, 0], [1509390000000, 0], [1509393600000, 0], [1509397200000, 0], [1509400800000, 0], [1509404400000, 0], [1509408000000, 0], [1509411600000, 0], [1509415200000, 0], [1509418800000, 0], [1509422400000, 0], [1509426000000, 0], [1509429600000, 0.588], [1509433200000, 3.724], [1509436800000, 7.284], [1509440400000, 9.92], [1509444000000, 11.078], [1509447600000, 10.481], [1509451200000, 8.69], [1509454800000, 6.167], [1509458400000, 3.195], [1509462000000, 0.582], [1509465600000, 0.001], [1509469200000, 0], [1509472800000, 0], [1509476400000, 0], [1509480000000, 0], [1509483600000, 0], [1509487200000, 0], [1509490800000, 0], [1509494400000, 0], [1509498000000, 0], [1509501600000, 0], [1509505200000, 0], [1509508800000, 0], [1509512400000, 0], [1509516000000, 0.158], [1509519600000, 1.246], [1509523200000, 3.002], [1509526800000, 4.886], [1509530400000, 6.397], [1509534000000, 7.462], [1509537600000, 7.494], [1509541200000, 5.954], [1509544800000, 3.124], [1509548400000, 0.549], [1509552000000, 0], [1509555600000, 0], [1509559200000, 0], [1509562800000, 0], [1509566400000, 0], [1509570000000, 0], [1509573600000, 0], [1509577200000, 0], [1509580800000, 0], [1509584400000, 0], [1509588000000, 0], [1509591600000, 0], [1509595200000, 0], [1509598800000, 0], [1509602400000, 0.28], [1509606000000, 2.626], [1509609600000, 6.313], [1509613200000, 9.591], [1509616800000, 11.353], [1509620400000, 10.803], [1509624000000, 8.143], [1509627600000, 4.825], [1509631200000, 1.8519999999999999], [1509634800000, 0.201], [1509638400000, 0], [1509642000000, 0], [1509645600000, 0], [1509649200000, 0], [1509652800000, 0], [1509656400000, 0], [1509660000000, 0], [1509663600000, 0], [1509667200000, 0], [1509670800000, 0], [1509674400000, 0], [1509678000000, 0], [1509681600000, 0], [1509685200000, 0], [1509688800000, 0.186], [1509692400000, 1.75], [1509696000000, 4.574], [1509699600000, 7.928], [1509703200000, 9.989], [1509706800000, 10.401], [1509710400000, 9.46], [1509714000000, 6.8629999999999995], [1509717600000, 3.5], [1509721200000, 0.529], [1509724800000, 0], [1509728400000, 0], [1509732000000, 0], [1509735600000, 0], [1509739200000, 0], [1509742800000, 0], [1509746400000, 0], [1509750000000, 0], [1509753600000, 0], [1509757200000, 0], [1509760800000, 0], [1509764400000, 0], [1509768000000, 0], [1509771600000, 0], [1509775200000, 0.327], [1509778800000, 2.902], [1509782400000, 6.241], [1509786000000, 9.37], [1509789600000, 11.138], [1509793200000, 11.363], [1509796800000, 10.148], [1509800400000, 7.191], [1509804000000, 3.276], [1509807600000, 0.397], [1509811200000, 0], [1509814800000, 0], [1509818400000, 0], [1509822000000, 0], [1509825600000, 0], [1509829200000, 0], [1509832800000, 0], [1509836400000, 0], [1509840000000, 0], [1509843600000, 0], [1509847200000, 0], [1509850800000, 0], [1509854400000, 0], [1509858000000, 0], [1509861600000, 0.28700000000000003], [1509865200000, 2.026], [1509868800000, 3.859], [1509872400000, 4.797], [1509876000000, 5.198], [1509879600000, 4.412], [1509883200000, 3.526], [1509886800000, 2.207], [1509890400000, 0.986], [1509894000000, 0.162], [1509897600000, 0], [1509901200000, 0], [1509904800000, 0], [1509908400000, 0], [1509912000000, 0], [1509915600000, 0], [1509919200000, 0]]",,,,,,,1
4,,,"rgb(50,50,50)",,,,"[{'en': 'Load', 'de': 'Last', 'fr': 'Charge', 'it': 'Carico prognosi'}]",line,"[[1509318000000, 43.131], [1509321600000, 41.7], [1509325200000, 41.43], [1509328800000, 41.667], [1509332400000, 43.159], [1509336000000, 46.017], [1509339600000, 52.492], [1509343200000, 56.832], [1509346800000, 59.702], [1509350400000, 60.464], [1509354000000, 60.938], [1509357600000, 61.684], [1509361200000, 61.349], [1509364800000, 60.909], [1509368400000, 59.922], [1509372000000, 59.669], [1509375600000, 59.39], [1509379200000, 61.511], [1509382800000, 61.418], [1509386400000, 59.384], [1509390000000, 56.03], [1509393600000, 52.958], [1509397200000, 50.437], [1509400800000, 47.627], [1509404400000, 44.601], [1509408000000, 42.985], [1509411600000, 42.082], [1509415200000, 42.211], [1509418800000, 42.519], [1509422400000, 42.997], [1509426000000, 42.468], [1509429600000, 43.975], [1509433200000, 47.257], [1509436800000, 50.228], [1509440400000, 52.096], [1509444000000, 53.643], [1509447600000, 53.789], [1509451200000, 52.137], [1509454800000, 50.772], [1509458400000, 50.61], [1509462000000, 51.194], [1509465600000, 55.156], [1509469200000, 55.734], [1509472800000, 54.161], [1509476400000, 52.101], [1509480000000, 50.024], [1509483600000, 49.45], [1509487200000, 45.966], [1509490800000, 44.05], [1509494400000, 42.266], [1509498000000, 41.459], [1509501600000, 41.056], [1509505200000, 41.922], [1509508800000, 44.63], [1509512400000, 49.294], [1509516000000, 53.859], [1509519600000, 56.354], [1509523200000, 58.249], [1509526800000, 61.732], [1509530400000, 64.885], [1509534000000, 64.543], [1509537600000, 60.249], [1509541200000, 58.877], [1509544800000, 59.412], [1509548400000, 62.425], [1509552000000, 66.69], [1509555600000, 63.866], [1509559200000, 62.003], [1509562800000, 60.165], [1509566400000, 56.792], [1509570000000, 54.102], [1509573600000, 50.096], [1509577200000, 46.75], [1509580800000, 44.988], [1509584400000, 44.231], [1509588000000, 44.77], [1509591600000, 46.631], [1509595200000, 50.525], [1509598800000, 58.759], [1509602400000, 63.63], [1509606000000, 66.059], [1509609600000, 66.421], [1509613200000, 67.219], [1509616800000, 68.907], [1509620400000, 69.579], [1509624000000, 69.458], [1509627600000, 68.413], [1509631200000, 67.5], [1509634800000, 66.434], [1509638400000, 68.301], [1509642000000, 68.183], [1509645600000, 66.119], [1509649200000, 62.703], [1509652800000, 58.673], [1509656400000, 55.426], [1509660000000, 51.123], [1509663600000, 47.66], [1509667200000, 46.228], [1509670800000, 45.418], [1509674400000, 45.773], [1509678000000, 47.046], [1509681600000, 50.41], [1509685200000, 58.081], [1509688800000, 63.615], [1509692400000, 65.843], [1509696000000, 66.357], [1509699600000, 67.629], [1509703200000, 68.626], [1509706800000, 68.156], [1509710400000, 67.18], [1509714000000, 65.225], [1509717600000, 64.18], [1509721200000, 64.448], [1509724800000, 67.771], [1509728400000, 67.778], [1509732000000, 65.623], [1509735600000, 62.005], [1509739200000, 58.396], [1509742800000, 55.499], [1509746400000, 52.192], [1509750000000, 48.853], [1509753600000, 47.056], [1509757200000, 46.086], [1509760800000, 46.06], [1509764400000, 46.201], [1509768000000, 46.302], [1509771600000, 48.304], [1509775200000, 50.886], [1509778800000, 54.815], [1509782400000, 57.16], [1509786000000, 58.729], [1509789600000, 59.407], [1509793200000, 58.663], [1509796800000, 57.006], [1509800400000, 55.46], [1509804000000, 54.757], [1509807600000, 55.924], [1509811200000, 60.8], [1509814800000, 62.089], [1509818400000, 59.923], [1509822000000, 55.334], [1509825600000, 51.837], [1509829200000, 50.966], [1509832800000, 47.316], [1509836400000, 43.556], [1509840000000, 41.107], [1509843600000, 39.202], [1509847200000, 38.701], [1509850800000, 38.645], [1509854400000, 38.547], [1509858000000, 38.899], [1509861600000, 41.167], [1509865200000, 44.678], [1509868800000, 49.781], [1509872400000, 52.341], [1509876000000, 55.242], [1509879600000, 55.131], [1509883200000, 52.833], [1509886800000, 51.722], [1509890400000, 51.339], [1509894000000, 52.551], [1509897600000, 56.405], [1509901200000, 57.237], [1509904800000, 55.408], [1509908400000, 53.205], [1509912000000, 51.486], [1509915600000, 50.859], [1509919200000, 48.176]]",,,,,,,1
5,,,"rgb(255,0,0)",,,,"[{'en': 'Day Ahead Auction', 'de': 'Day Ahead Auktion', 'fr': 'Day Ahead Fixing', 'it': 'Giorno prezzo spot avanti'}]",line,"[[1509318000000, 0.75], [1509321600000, 0.01], [1509325200000, 0.08], [1509328800000, 4.05], [1509332400000, 2.95], [1509336000000, 18.09], [1509339600000, 28.42], [1509343200000, 36.43], [1509346800000, 33.48], [1509350400000, 30.38], [1509354000000, 29.74], [1509357600000, 29.46], [1509361200000, 29.7], [1509364800000, 29.98], [1509368400000, 36.36], [1509372000000, 43.99], [1509375600000, 46.34], [1509379200000, 61], [1509382800000, 70.09], [1509386400000, 51.98], [1509390000000, 48.13], [1509393600000, 47.18], [1509397200000, 46.05], [1509400800000, 41.97], [1509404400000, 30.08], [1509408000000, 30.89], [1509411600000, 30.01], [1509415200000, 29.09], [1509418800000, 30.29], [1509422400000, 32.24], [1509426000000, 38.94], [1509429600000, 37.9], [1509433200000, 41.09], [1509436800000, 39.92], [1509440400000, 37.98], [1509444000000, 39.97], [1509447600000, 36.95], [1509451200000, 34.14], [1509454800000, 35.65], [1509458400000, 38.99], [1509462000000, 42.45], [1509465600000, 46.92], [1509469200000, 47.36], [1509472800000, 44.31], [1509476400000, 39], [1509480000000, 37.1], [1509483600000, 34.98], [1509487200000, 30.82], [1509490800000, 26.91], [1509494400000, 23.06], [1509498000000, 22.27], [1509501600000, 22.97], [1509505200000, 26.66], [1509508800000, 27.03], [1509512400000, 29.07], [1509516000000, 31], [1509519600000, 36.06], [1509523200000, 35.16], [1509526800000, 32.37], [1509530400000, 33.08], [1509534000000, 29.79], [1509537600000, 29.06], [1509541200000, 29.18], [1509544800000, 30.01], [1509548400000, 36.93], [1509552000000, 42.49], [1509555600000, 43.93], [1509559200000, 41.97], [1509562800000, 36.52], [1509566400000, 30.07], [1509570000000, 27.02], [1509573600000, 18.97], [1509577200000, 20.18], [1509580800000, 12.62], [1509584400000, 12.61], [1509588000000, 10.96], [1509591600000, 14.04], [1509595200000, 25.97], [1509598800000, 35.05], [1509602400000, 45.9], [1509606000000, 43.83], [1509609600000, 35.59], [1509613200000, 32.33], [1509616800000, 32.36], [1509620400000, 31.32], [1509624000000, 32.49], [1509627600000, 33.94], [1509631200000, 39.1], [1509634800000, 45.95], [1509638400000, 51.91], [1509642000000, 51.92], [1509645600000, 50.07], [1509649200000, 46.01], [1509652800000, 42.06], [1509656400000, 36.12], [1509660000000, 35.45], [1509663600000, 36.07], [1509667200000, 36.09], [1509670800000, 36.13], [1509674400000, 36.09], [1509678000000, 38.24], [1509681600000, 40.66], [1509685200000, 52.97], [1509688800000, 61.74], [1509692400000, 65.8], [1509696000000, 62.18], [1509699600000, 58.69], [1509703200000, 58.67], [1509706800000, 54.55], [1509710400000, 51.5], [1509714000000, 51.17], [1509717600000, 56.64], [1509721200000, 60.88], [1509724800000, 66], [1509728400000, 68.68], [1509732000000, 58.63], [1509735600000, 49.01], [1509739200000, 39.01], [1509742800000, 36.11], [1509746400000, 34.97], [1509750000000, 36.16], [1509753600000, 35.06], [1509757200000, 34.42], [1509760800000, 33.61], [1509764400000, 33.4], [1509768000000, 33.22], [1509771600000, 33.73], [1509775200000, 37.63], [1509778800000, 42.99], [1509782400000, 40.39], [1509786000000, 39.84], [1509789600000, 37.02], [1509793200000, 36.1], [1509796800000, 34.33], [1509800400000, 34.34], [1509804000000, 35.04], [1509807600000, 37.03], [1509811200000, 43.94], [1509814800000, 35.51], [1509818400000, 32.25], [1509822000000, 28.83], [1509825600000, 26.77], [1509829200000, 26.53], [1509832800000, 20.65], [1509836400000, 13.2], [1509840000000, 13.2], [1509843600000, 14.64], [1509847200000, 11.68], [1509850800000, 13.93], [1509854400000, 20.01], [1509858000000, 21.87], [1509861600000, 24.6], [1509865200000, 31.47], [1509868800000, 33.92], [1509872400000, 36.54], [1509876000000, 38.9], [1509879600000, 36.11], [1509883200000, 36.2], [1509886800000, 33.78], [1509890400000, 33.96], [1509894000000, 35], [1509897600000, 41.82], [1509901200000, 41.74], [1509904800000, 42.82], [1509908400000, 40.91], [1509912000000, 39.59], [1509915600000, 38.87], [1509919200000, 35]]",,,,,,,2
